File,Smell
DesigniteProjects\greenshot\src\Greenshot.Editor\Destinations\EditorDestination.cs,"['Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Adorners\AbstractAdorner.cs,"['Duplicate Abstraction', 'Duplicate Abstraction', 'Rebellious Hierarchy', 'Unfactored Hierarchy', 'Unfactored Hierarchy', 'Empty Catch Block', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Adorners\MoveAdorner.cs,"['Unfactored Hierarchy', 'Unfactored Hierarchy', 'Unfactored Hierarchy', 'Long Statement']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Adorners\ResizeAdorner.cs,['Long Statement']
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Adorners\TargetAdorner.cs,"['Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\ArrowContainer.cs,"['Duplicate Abstraction', 'Unfactored Hierarchy', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\CropContainer.cs,"['Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\CursorContainer.cs,"['Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\DrawableContainer.cs,"['Wide Hierarchy', 'Rebellious Hierarchy', 'Long Statement', 'Virtual Method Call from Constructor', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Insufficient Modularization', 'Insufficient Modularization', 'Hub-like Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\DrawableContainerList.cs,"['Long Method', 'Complex Conditional', 'Magic Number', 'Magic Number', 'Magic Number', 'Insufficient Modularization', 'Insufficient Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\EllipseContainer.cs,"['Unfactored Hierarchy', 'Long Parameter List', 'Long Parameter List', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Fields\AbstractFieldHolder.cs,['Rebellious Hierarchy']
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Fields\AbstractFieldHolderWithChildren.cs,"['Deficient Encapsulation', 'Broken Hierarchy']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Fields\Binding\BidirectionalBinding.cs,"['Long Parameter List', 'Long Parameter List', 'Long Parameter List', 'Long Statement']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Fields\Binding\DecimalDoublePercentageConverter.cs,"['Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Fields\Field.cs,"['Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Fields\FieldAggregator.cs,"['Complex Method', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Fields\FieldType.cs,"['Deficient Encapsulation', 'Deficient Encapsulation', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\FilterContainer.cs,"['Unutilized Abstraction', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\AbstractFilter.cs,"['Rebellious Hierarchy', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\BlurFilter.cs,"['Deficient Encapsulation', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\BrightnessFilter.cs,"['Unfactored Hierarchy', 'Long Statement', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\GrayscaleFilter.cs,"['Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\HighlightFilter.cs,"['Long Statement', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\IFilter.cs,"['Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\MagnifierFilter.cs,"['Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Filters\PixelizationFilter.cs,"['Complex Method', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\FreehandContainer.cs,"['Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\HighlightContainer.cs,"['Unfactored Hierarchy', 'Missing Default']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\IconContainer.cs,"['Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\ImageContainer.cs,"['Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\LineContainer.cs,"['Unfactored Hierarchy', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\MetafileContainer.cs,"['Magic Number', 'Magic Number', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\ObfuscateContainer.cs,"['Missing Default', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\RectangleContainer.cs,"['Long Parameter List', 'Long Parameter List', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\SpeechbubbleContainer.cs,"['Duplicate Abstraction', 'Unfactored Hierarchy', 'Unfactored Hierarchy', 'Complex Method', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\StepLabelContainer.cs,"['Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\Surface.cs,"['Duplicate Abstraction', 'Rebellious Hierarchy', 'Long Method', 'Long Method', 'Long Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Long Parameter List', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Complex Conditional', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Missing Default', 'Insufficient Modularization', 'Insufficient Modularization', 'Insufficient Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\SvgContainer.cs,['Cyclically-dependent Modularization']
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\TextContainer.cs,"['Complex Method', 'Long Parameter List', 'Long Statement', 'Complex Conditional', 'Complex Conditional', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Missing Default', 'Insufficient Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Drawing\VectorGraphicsContainer.cs,"['Virtual Method Call from Constructor', 'Magic Number', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\AbstractFileFormatHandler.cs,"['Rebellious Hierarchy', 'Long Parameter List']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\DefaultFileFormatHandler.cs,"['Multipath Hierarchy', 'Long Parameter List', 'Long Statement']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\DibFileFormatHandler.cs,"['Multipath Hierarchy', 'Long Parameter List', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\GreenshotFileFormatHandler.cs,"['Multipath Hierarchy', 'Long Parameter List', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\IconFileFormatHandler.cs,"['Multipath Hierarchy', 'Long Parameter List', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\MetaFileFormatHandler.cs,"['Multipath Hierarchy', 'Long Parameter List', 'Empty Catch Block']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\SvgFileFormatHandler.cs,"['Multipath Hierarchy', 'Long Parameter List']"
DesigniteProjects\greenshot\src\Greenshot.Editor\FileFormatHandlers\WpfFileFormatHandler.cs,"['Multipath Hierarchy', 'Complex Method', 'Long Parameter List', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\ColorDialog.cs,"['Long Method', 'Long Parameter List', 'Long Parameter List', 'Long Parameter List', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Complex Conditional', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\ColorPickerToolStripButton.cs,"['Unutilized Abstraction', 'Feature Envy', 'Deficient Encapsulation', 'Deficient Encapsulation']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\DropShadowSettingsForm.cs,"['Long Method', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\EditorForm.cs,['Unnecessary Abstraction']
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\ImageEditorForm.cs,"['Feature Envy', 'Feature Envy', 'Feature Envy', 'Long Method', 'Long Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Complex Method', 'Long Identifier', 'Long Identifier', 'Long Identifier', 'Long Identifier', 'Long Identifier', 'Long Identifier', 'Long Identifier', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Missing Default', 'Missing Default', 'Missing Default', 'Missing Default', 'Insufficient Modularization', 'Insufficient Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\MovableShowColorForm.cs,"['Long Method', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\ResizeSettingsForm.cs,"['Long Method', 'Complex Method', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Forms\TornEdgeSettingsForm.cs,"['Long Method', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Helpers\BinaryFormatterHelper.cs,"['Long Statement', 'Long Statement', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Helpers\GeometryHelper.cs,"['Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Helpers\IDoubleProcessor.cs,['Duplicate Abstraction']
DesigniteProjects\greenshot\src\Greenshot.Editor\Helpers\LineAngleRoundBehavior.cs,"['Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Helpers\ScaleHelper.cs,"['Long Parameter List', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Magic Number', 'Missing Default']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Helpers\ShapeAngleRoundBehavior.cs,"['Magic Number', 'Magic Number', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Memento\AddElementMemento.cs,['Cyclically-dependent Modularization']
DesigniteProjects\greenshot\src\Greenshot.Editor\Memento\AddElementsMemento.cs,"['Unfactored Hierarchy', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Editor\Memento\DrawableContainerBoundsChangeMemento.cs,"['Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\Confluence.cs,"['Duplicate Abstraction', 'Duplicate Abstraction', 'Duplicate Abstraction', 'Long Parameter List', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\ConfluenceConfiguration.cs,"['Broken Hierarchy', 'Broken Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\ConfluenceDestination.cs,"['Feature Envy', 'Complex Method', 'Long Statement', 'Long Statement', 'Long Statement', 'Empty Catch Block', 'Magic Number', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization', 'Cyclically-dependent Modularization']"
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\ConfluencePlugin.cs,['Long Statement']
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\ConfluenceUtils.cs,"['Duplicate Abstraction', 'Complex Method', 'Complex Method', 'Long Statement', 'Long Statement', 'Magic Number', 'Magic Number']"
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\Entities\Page.cs,['Duplicate Abstraction']
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\EnumDisplayer.cs,['Unutilized Abstraction']
DesigniteProjects\greenshot\src\Greenshot.Plugin.Confluence\Forms\ConfluenceConfigurationForm.xaml.cs,"['Long Statement', 'Missing Default']"
